trial_id,trial_type,input_state,byzantine_nodes,byzantine_strategies,n_coherent_flip,n_equivocate,n_withhold,detected_nodes,n_detected,n_undetected_byz,true_all_outcomes,reported_ctrl,recovered_ctrl,M_X_true,M_Z_true,M_X_rep,M_Z_rep,M_X_rec,M_Z_rec,M_correct_before,M_correct_after,fidelity_before,fidelity_after,bell_outcome,verification_pass,p_phi_plus,noise_level,n_controllers,max_byzantine,is_trap,trap_detected
73,regular,psi,"[4, 6]","{4: 'withhold', 6: 'equivocate'}",0,1,1,"[4, 6]",2,0,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 1]","[0, 0, 1, 1, 0, 1, 1, 1]","[0, 0, 1, 1, 0, 0, 1, 1]",0,1,1,1,0,1,0,1,0.4624187088292415,0.9186053709941584,,,,0.01,8,2,False,False
74,regular,psi,"[5, 7]","{5: 'coherent_flip', 7: 'withhold'}",1,0,1,[7],1,1,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 1]",1,1,1,0,1,0,0,0,0.3074901961321386,0.3074901961321386,,,,0.01,8,2,False,False
75,regular,psi,"[3, 4]","{4: 'coherent_flip', 3: 'withhold'}",1,0,1,[3],1,1,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 1, 0, 1, 0, 1]",1,1,0,1,0,1,0,0,0.46241874311159886,0.46241874311159886,,,,0.01,8,2,False,False
76,regular,psi,"[4, 5]","{4: 'withhold', 5: 'coherent_flip'}",1,0,1,[4],1,1,"[1, 1, 0, 0, 1, 1, 1, 0, 1, 1]","[0, 0, 1, 1, 0, 0, 1, 1]","[0, 0, 1, 1, 0, 0, 1, 1]",1,0,1,1,1,1,0,0,0.30749020604560534,0.30749020604560534,,,,0.01,8,2,False,False
77,regular,psi,"[4, 6]","{4: 'withhold', 6: 'coherent_flip'}",1,0,1,[4],1,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[0, 0, 1, 0, 0, 0, 1, 1]","[0, 0, 1, 0, 0, 0, 1, 1]",0,0,1,0,1,0,0,0,0.4624186390683889,0.4624186390683889,,,,0.01,8,2,False,False
78,regular,psi,"[5, 8]","{8: 'equivocate', 5: 'equivocate'}",0,2,0,"[5, 8]",2,0,"[0, 1, 0, 1, 1, 0, 1, 0, 0, 1]","[0, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 1, 0, 0, 1]",1,0,0,1,1,0,0,1,0.3114858218942951,0.9186052830577923,,,,0.01,8,2,False,False
79,regular,psi,"[5, 8]","{5: 'equivocate', 8: 'equivocate'}",0,2,0,"[5, 8]",2,0,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 1, 1, 0, 1]",1,1,0,0,1,1,0,1,0.31148571716040085,0.9186053541966305,,,,0.01,8,2,False,False
80,regular,psi,"[3, 6]","{3: 'coherent_flip', 6: 'coherent_flip'}",2,0,0,[],0,2,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 0, 1, 1]",0,1,1,0,1,0,0,0,0.311485737270255,0.311485737270255,,,,0.01,8,2,False,False
81,regular,psi,"[3, 4]","{3: 'coherent_flip', 4: 'withhold'}",1,0,1,[4],1,1,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0,0.30749017676435686,0.30749017676435686,,,,0.01,8,2,False,False
82,regular,zero,"[1, 3]","{3: 'equivocate', 1: 'withhold'}",0,1,1,"[1, 3]",2,0,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 1]","[1, 1, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 0, 0, 0, 0, 1]",1,1,1,0,1,1,0,1,0.952191069009767,0.952191069009767,,,,0.01,8,2,True,False
83,regular,psi,"[6, 7]","{6: 'coherent_flip', 7: 'coherent_flip'}",2,0,0,[],0,2,"[1, 0, 0, 1, 0, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 0, 0, 1, 1]","[0, 1, 0, 1, 0, 0, 1, 1]",0,1,1,0,1,0,0,0,0.3114857484686063,0.3114857484686063,,,,0.01,8,2,False,False
84,verification,verification,"[6, 8]","{6: 'coherent_flip', 8: 'withhold'}",1,0,1,[8],1,1,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 1]",1,1,0,1,0,1,0,0,,,Psi+,False,0.02616541519286355,0.01,8,2,False,False
85,regular,psi,"[1, 7]","{1: 'withhold', 7: 'coherent_flip'}",1,0,1,[1],1,1,"[0, 1, 1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]",1,1,1,0,1,0,0,0,0.3074902439242582,0.3074902439242582,,,,0.01,8,2,False,False
86,regular,psi,"[5, 6]","{5: 'withhold', 6: 'withhold'}",0,0,2,"[5, 6]",2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]",0,1,0,1,0,1,1,1,0.9186052929341242,0.9186052929341242,,,,0.01,8,2,False,False
87,regular,psi,"[3, 5]","{5: 'withhold', 3: 'coherent_flip'}",1,0,1,[5],1,1,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0]",0,1,0,0,0,0,0,0,0.3074902073304903,0.3074902073304903,,,,0.01,8,2,False,False
88,regular,psi,"[2, 4]","{4: 'withhold', 2: 'equivocate'}",0,1,1,"[2, 4]",2,0,"[1, 1, 0, 1, 1, 0, 0, 1, 1, 0]","[0, 0, 1, 0, 0, 1, 1, 0]","[0, 1, 1, 0, 0, 1, 1, 0]",1,1,0,1,1,1,0,1,0.46241873759722923,0.9186053427689833,,,,0.01,8,2,False,False
89,regular,psi,"[4, 8]","{8: 'withhold', 4: 'equivocate'}",0,1,1,"[4, 8]",2,0,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",1,1,0,1,1,1,0,1,0.4624187201570172,0.9186053253287711,,,,0.01,8,2,False,False
90,regular,psi,"[4, 8]","{8: 'coherent_flip', 4: 'withhold'}",1,0,1,[4],1,1,"[0, 1, 0, 0, 1, 1, 0, 0, 1, 1]","[0, 0, 1, 1, 0, 0, 1, 0]","[0, 0, 1, 1, 0, 0, 1, 0]",1,0,0,0,0,0,0,0,0.46241866887071137,0.46241866887071137,,,,0.01,8,2,False,False
91,regular,psi,"[6, 8]","{8: 'withhold', 6: 'withhold'}",0,0,2,"[6, 8]",2,0,"[0, 1, 1, 1, 0, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 1, 0]",1,1,1,1,1,1,1,1,0.9186053132885714,0.9186053132885714,,,,0.01,8,2,False,False
92,regular,psi,"[5, 8]","{5: 'withhold', 8: 'withhold'}",0,0,2,"[5, 8]",2,0,"[1, 1, 0, 1, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 1, 0, 0, 0]",1,1,1,1,1,1,1,1,0.9186053709941584,0.9186053709941584,,,,0.01,8,2,False,False
93,regular,psi,"[5, 7]","{5: 'equivocate', 7: 'equivocate'}",0,2,0,"[5, 7]",2,0,"[1, 0, 1, 1, 0, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 1, 1, 1, 1, 1]",0,0,0,0,0,0,1,1,0.9186053342706387,0.9186053342706387,,,,0.01,8,2,False,False
94,regular,psi,"[6, 8]","{8: 'withhold', 6: 'withhold'}",0,0,2,"[6, 8]",2,0,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 1, 0, 1]",0,1,0,1,0,1,1,1,0.9186053427689832,0.9186053427689832,,,,0.01,8,2,False,False
95,regular,psi,"[1, 3]","{1: 'equivocate', 3: 'coherent_flip'}",1,1,0,[1],1,1,"[1, 1, 0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 0, 0, 0, 1, 1, 1]","[0, 1, 0, 0, 0, 1, 1, 1]",0,1,0,1,0,0,1,0,0.9186053427689833,0.3074901711651812,,,,0.01,8,2,False,False
96,regular,psi,"[4, 6]","{6: 'equivocate', 4: 'equivocate'}",0,2,0,"[4, 6]",2,0,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,0,0,1,1,0.918605307888559,0.918605307888559,,,,0.01,8,2,False,False
97,regular,psi,"[2, 8]","{2: 'coherent_flip', 8: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 0]","[0, 1, 1, 0, 1, 1, 0, 1]","[0, 1, 1, 0, 1, 1, 0, 1]",0,0,0,0,0,0,1,1,0.9186052830577923,0.9186052830577923,,,,0.01,8,2,False,False
98,regular,psi,"[1, 2]","{2: 'coherent_flip', 1: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 1, 1, 1, 1, 0, 0, 1, 0]","[0, 0, 1, 1, 0, 0, 1, 0]","[0, 0, 1, 1, 0, 0, 1, 0]",1,1,0,0,0,0,0,0,0.31148575908193715,0.31148575908193715,,,,0.01,8,2,False,False
99,regular,psi,"[5, 8]","{8: 'withhold', 5: 'withhold'}",0,0,2,"[5, 8]",2,0,"[0, 0, 1, 0, 1, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0]",0,1,0,1,0,1,1,1,0.9186053709941584,0.9186053709941584,,,,0.01,8,2,False,False
100,regular,psi,"[2, 5]","{5: 'coherent_flip', 2: 'withhold'}",1,0,1,[2],1,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]",1,0,1,1,1,1,0,0,0.30749019570368186,0.30749019570368186,,,,0.01,8,2,False,False
101,verification,verification,"[1, 5]","{5: 'coherent_flip', 1: 'withhold'}",1,0,1,[1],1,1,"[0, 1, 0, 1, 0, 1, 1, 1, 1, 0]","[0, 1, 0, 1, 0, 1, 1, 0]","[0, 1, 0, 1, 0, 1, 1, 0]",0,0,0,1,0,1,0,0,,,Phi-,False,0.02616541165606418,0.01,8,2,False,False
102,regular,psi,"[1, 6]","{6: 'equivocate', 1: 'withhold'}",0,1,1,"[1, 6]",2,0,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 1, 1, 1, 0, 0, 1]","[0, 0, 1, 1, 1, 1, 0, 1]",0,1,1,1,0,1,0,1,0.46241872618464963,0.9186053425547548,,,,0.01,8,2,False,False
103,regular,psi,"[3, 7]","{7: 'equivocate', 3: 'withhold'}",0,1,1,"[3, 7]",2,0,"[0, 1, 1, 0, 0, 1, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 0, 0]",0,0,0,1,0,0,0,1,0.3074901927054562,0.9186052995893776,,,,0.01,8,2,False,False
104,regular,psi,"[3, 7]","{3: 'coherent_flip', 7: 'equivocate'}",1,1,0,[7],1,1,"[0, 0, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 0, 0]",1,1,1,1,1,0,1,0,0.9186053201580522,0.30749019377611225,,,,0.01,8,2,False,False
105,regular,psi,"[6, 7]","{6: 'equivocate', 7: 'coherent_flip'}",1,1,0,[6],1,1,"[1, 1, 0, 0, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 0, 0]",1,1,0,0,1,0,0,0,0.31148573754843234,0.3074902050675644,,,,0.01,8,2,False,False
106,regular,psi,"[7, 8]","{8: 'withhold', 7: 'coherent_flip'}",1,0,1,[8],1,1,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0]",0,1,0,0,0,0,0,0,0.3074901974170232,0.3074901974170232,,,,0.01,8,2,False,False
107,regular,psi,"[1, 8]","{8: 'withhold', 1: 'coherent_flip'}",1,0,1,[8],1,1,"[0, 0, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 0, 1, 1, 0, 0, 1, 0]","[0, 0, 1, 1, 0, 0, 1, 0]",1,1,1,0,1,0,0,0,0.3074901862186712,0.3074901862186712,,,,0.01,8,2,False,False
108,regular,psi,"[3, 5]","{5: 'coherent_flip', 3: 'equivocate'}",1,1,0,[3],1,1,"[1, 1, 0, 0, 1, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 1, 0]",1,0,1,0,1,1,1,0,0.9186053694170129,0.30749017146983887,,,,0.01,8,2,False,False
109,regular,psi,"[1, 6]","{6: 'withhold', 1: 'equivocate'}",0,1,1,"[1, 6]",2,0,"[1, 0, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 0, 1, 1, 0, 0, 1, 0]","[1, 0, 1, 1, 0, 0, 1, 0]",1,0,1,1,1,0,0,1,0.3074902094722887,0.9186053477405409,,,,0.01,8,2,False,False
110,regular,psi,"[2, 7]","{2: 'withhold', 7: 'equivocate'}",0,1,1,"[2, 7]",2,0,"[1, 1, 0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 0]",1,1,1,0,1,1,0,1,0.30749018621867125,0.9186053709941584,,,,0.01,8,2,False,False
111,regular,psi,"[4, 8]","{8: 'equivocate', 4: 'coherent_flip'}",1,1,0,[8],1,1,"[1, 0, 1, 0, 1, 0, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1, 0]",1,1,1,1,0,1,1,0,0.9186053468319089,0.46241871055209444,,,,0.01,8,2,False,False
112,regular,psi,"[4, 6]","{6: 'coherent_flip', 4: 'withhold'}",1,0,1,[4],1,1,"[1, 0, 0, 1, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]",0,1,1,1,1,1,0,0,0.4624187057730232,0.4624187057730232,,,,0.01,8,2,False,False
113,regular,psi,"[1, 6]","{1: 'withhold', 6: 'withhold'}",0,0,2,"[1, 6]",2,0,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 1, 1]",1,0,1,0,1,0,1,1,0.9186052846349431,0.9186052846349431,,,,0.01,8,2,False,False
114,regular,psi,"[4, 6]","{4: 'withhold', 6: 'coherent_flip'}",1,0,1,[4],1,1,"[0, 1, 1, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 0, 1, 1]",1,0,0,0,0,0,0,0,0.46241873148479146,0.46241873148479146,,,,0.01,8,2,False,False
115,regular,psi,"[3, 7]","{3: 'coherent_flip', 7: 'coherent_flip'}",2,0,0,[],0,2,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",1,0,1,0,1,0,1,1,0.9186052714309835,0.9186052714309835,,,,0.01,8,2,False,False
116,regular,psi,"[1, 5]","{1: 'equivocate', 5: 'withhold'}",0,1,1,"[1, 5]",2,0,"[1, 0, 0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[0, 1, 1, 0, 1, 0, 0, 0]",1,1,1,0,1,1,0,1,0.3074901862186712,0.9186053709941584,,,,0.01,8,2,False,False
117,regular,psi,"[2, 4]","{2: 'withhold', 4: 'coherent_flip'}",1,0,1,[2],1,1,"[0, 1, 1, 1, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 0, 0, 0, 1, 0, 1]",1,1,0,1,0,1,0,0,0.46241869668917274,0.46241869668917274,,,,0.01,8,2,False,False
118,regular,psi,"[2, 5]","{2: 'withhold', 5: 'equivocate'}",0,1,1,"[2, 5]",2,0,"[1, 0, 0, 1, 0, 1, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 0, 1, 1]","[0, 1, 0, 1, 0, 0, 1, 1]",1,0,1,1,1,0,0,1,0.3074901827919893,0.9186053311421752,,,,0.01,8,2,False,False
119,regular,psi,"[5, 7]","{7: 'coherent_flip', 5: 'withhold'}",1,0,1,[5],1,1,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 1]","[1, 1, 1, 0, 0, 0, 0, 1]",0,0,0,1,0,1,0,0,0.3074901826681915,0.3074901826681915,,,,0.01,8,2,False,False
120,regular,plus,"[1, 6]","{6: 'coherent_flip', 1: 'equivocate'}",1,1,0,[1],1,1,"[1, 1, 1, 1, 0, 1, 1, 0, 1, 0]","[0, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 0]",1,0,0,1,0,0,0,0,0.047808915376663215,0.9521910846233366,,,,0.01,8,2,True,False
121,regular,psi,"[2, 3]","{3: 'equivocate', 2: 'coherent_flip'}",1,1,0,[3],1,1,"[1, 1, 1, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 1, 0]",0,0,1,1,1,0,0,0,0.31148578334903054,0.4624187027168051,,,,0.01,8,2,False,False
122,regular,psi,"[2, 4]","{4: 'coherent_flip', 2: 'equivocate'}",1,1,0,[2],1,1,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 0, 0, 0, 1]","[1, 1, 1, 0, 0, 0, 0, 1]",1,0,1,0,0,0,1,0,0.9186053022893834,0.46241870831598075,,,,0.01,8,2,False,False
123,regular,zero,"[3, 5]","{5: 'withhold', 3: 'coherent_flip'}",1,0,1,[5],1,1,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 0, 1]",1,1,1,0,1,0,0,0,0.952191069009767,0.952191069009767,,,,0.01,8,2,True,False
124,regular,psi,"[1, 2]","{1: 'equivocate', 2: 'withhold'}",0,1,1,"[1, 2]",2,0,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0]","[1, 0, 1, 0, 1, 0, 1, 0]","[0, 0, 1, 0, 1, 0, 1, 0]",0,1,0,0,0,1,0,1,0.3074902426393723,0.9186052929341242,,,,0.01,8,2,False,False
125,regular,psi,"[2, 4]","{4: 'coherent_flip', 2: 'withhold'}",1,0,1,[2],1,1,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 1]",1,0,0,0,0,0,0,0,0.4624186506951977,0.4624186506951977,,,,0.01,8,2,False,False
126,regular,plus,"[5, 7]","{5: 'withhold', 7: 'withhold'}",0,0,2,"[5, 7]",2,0,"[1, 1, 1, 0, 1, 1, 1, 0, 0, 1]","[1, 0, 1, 1, 1, 0, 0, 1]","[1, 0, 1, 1, 1, 0, 0, 1]",1,0,1,0,1,0,1,1,0.9521910846233366,0.9521910846233366,,,,0.01,8,2,True,False
127,regular,psi,"[1, 2]","{1: 'withhold', 2: 'equivocate'}",0,1,1,"[1, 2]",2,0,"[0, 1, 1, 0, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 0, 1, 1, 0]",1,1,0,1,1,1,0,1,0.46241866232200646,0.9186053244869236,,,,0.01,8,2,False,False
128,regular,psi,"[2, 7]","{2: 'equivocate', 7: 'coherent_flip'}",1,1,0,[2],1,1,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 1, 0]",1,0,0,1,1,1,0,0,0.3114857688383551,0.30749022109909746,,,,0.01,8,2,False,False
129,regular,psi,"[2, 8]","{2: 'equivocate', 8: 'coherent_flip'}",1,1,0,[2],1,1,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 1, 1, 1]",1,0,1,0,0,0,1,0,0.9186053311421751,0.4624187259704212,,,,0.01,8,2,False,False
130,verification,verification,"[1, 8]","{8: 'coherent_flip', 1: 'withhold'}",1,0,1,[1],1,1,"[1, 0, 1, 1, 0, 1, 0, 1, 1, 1]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]",0,1,1,1,1,1,0,0,,,Psi+,False,0.026165415267369284,0.01,8,2,False,False
131,regular,psi,"[2, 7]","{2: 'equivocate', 7: 'withhold'}",0,1,1,"[2, 7]",2,0,"[0, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 1]",0,0,1,0,0,0,0,1,0.4624186993169339,0.9186052993902136,,,,0.01,8,2,False,False
132,regular,psi,"[3, 7]","{7: 'equivocate', 3: 'equivocate'}",0,2,0,"[3, 7]",2,0,"[1, 0, 1, 1, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,1,1,0.9186053638178365,0.9186053638178365,,,,0.01,8,2,False,False
133,regular,psi,"[1, 7]","{7: 'coherent_flip', 1: 'withhold'}",1,0,1,[1],1,1,"[0, 1, 0, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 1, 1, 0, 1]","[0, 0, 0, 1, 1, 1, 0, 1]",0,0,0,1,0,1,0,0,0.3074902261772014,0.3074902261772014,,,,0.01,8,2,False,False
134,regular,psi,"[4, 5]","{5: 'coherent_flip', 4: 'equivocate'}",1,1,0,[4],1,1,"[0, 1, 1, 0, 1, 1, 0, 1, 1, 1]","[1, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1, 1]",0,1,1,0,0,0,0,0,0.31148578046516384,0.30749023272590625,,,,0.01,8,2,False,False
135,regular,psi,"[2, 6]","{2: 'withhold', 6: 'withhold'}",0,0,2,"[2, 6]",2,0,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 1, 1]",1,1,1,1,1,1,1,1,0.9186053047342603,0.9186053047342603,,,,0.01,8,2,False,False
136,regular,psi,"[2, 4]","{4: 'equivocate', 2: 'withhold'}",0,1,1,"[2, 4]",2,0,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 1, 1, 0, 1]",1,1,0,1,1,1,0,1,0.4624187088292415,0.9186053709941584,,,,0.01,8,2,False,False
137,regular,psi,"[5, 6]","{6: 'coherent_flip', 5: 'withhold'}",1,0,1,[5],1,1,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0]",0,1,1,1,1,1,0,0,0.46241874065344846,0.46241874065344846,,,,0.01,8,2,False,False
138,regular,psi,"[1, 4]","{1: 'coherent_flip', 4: 'coherent_flip'}",2,0,0,[],0,2,"[0, 0, 1, 1, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,1,0,1,0,0,0,0.3114857530543046,0.3114857530543046,,,,0.01,8,2,False,False
139,regular,psi,"[1, 4]","{1: 'withhold', 4: 'coherent_flip'}",1,0,1,[1],1,1,"[0, 0, 1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]",1,0,0,0,0,0,0,0,0.4624187285981833,0.4624187285981833,,,,0.01,8,2,False,False
140,verification,verification,"[2, 4]","{4: 'coherent_flip', 2: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 0, 1, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 1, 1, 1, 0, 0]",1,1,1,1,1,1,1,1,,,Phi+,True,0.9215037650318076,0.01,8,2,False,False
141,verification,verification,"[6, 8]","{6: 'withhold', 8: 'equivocate'}",0,1,1,"[6, 8]",2,0,"[0, 1, 0, 0, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 1, 1, 1, 0]",1,0,0,0,1,0,0,1,,,Phi+,True,0.9215037650318076,0.01,8,2,False,False
142,regular,psi,"[6, 8]","{6: 'coherent_flip', 8: 'coherent_flip'}",2,0,0,[],0,2,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 0]","[1, 0, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 0, 1, 0, 1, 1]",1,1,1,1,1,1,1,1,0.9186053468319089,0.9186053468319089,,,,0.01,8,2,False,False
143,regular,psi,"[5, 8]","{8: 'equivocate', 5: 'withhold'}",0,1,1,"[5, 8]",2,0,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[0, 0, 1, 0, 0, 1, 1, 0]","[0, 0, 1, 0, 0, 1, 1, 1]",0,1,1,1,0,1,0,1,0.4624187375972292,0.9186053427689833,,,,0.01,8,2,False,False
144,regular,psi,"[4, 8]","{8: 'withhold', 4: 'coherent_flip'}",1,0,1,[8],1,1,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 1]","[0, 0, 1, 0, 1, 0, 1, 1]","[0, 0, 1, 0, 1, 0, 1, 1]",0,0,1,0,1,0,0,0,0.4624187098635745,0.4624187098635745,,,,0.01,8,2,False,False
145,verification,verification,"[1, 2]","{2: 'withhold', 1: 'withhold'}",0,0,2,"[1, 2]",2,0,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 1, 0]",0,0,0,0,0,0,1,1,,,Psi-,False,0.9215037650318076,0.01,8,2,False,False
146,regular,psi,"[3, 4]","{3: 'withhold', 4: 'coherent_flip'}",1,0,1,[3],1,1,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0]",0,1,1,1,1,1,0,0,0.46241870577302324,0.46241870577302324,,,,0.01,8,2,False,False
